4.0	公衆トイレに落書きがされています。	洗面台とトイレ周りは落書きされています。
0.2	野球場でバッターがボールを待ってます。	取っ手のついた花瓶に花が活けてあります。
1.2	ベッドのマクラもとの明かりが、数多く点いています。	部屋の窓の近くにベッドが置いてあります。
0.4	空港の中に、1機の飛行機が止まっています。	雪道を、リュックサックを背負った女性が、スキーで歩いています。
4.2	キリンが1頭原野の中を歩いています。	キリンが茂みのある原野の中を歩いています。
0.8	凧を持った人が浜辺に立っています。	海岸の砂浜で、赤青の物体を持った黒い服の人物がいます。
2.8	テーブルの上には、ピザと飲み物が置かれています。	食べかけのピザとグラスワインがテーブルに置いてあります。
4.2	2頭の白黒のまだら模様の羊がいます。	柵の中には、白黒のまだら模様の羊が二頭います。
1.2	机上に湯気の立ち上るカップが置いてあります。	机上に空のカップが置いてあります。
1.8	大きな船が停泊している港にて手前に白い小さな船がいる写真です。	乗り場に小型の船がとめられています。
0.4	スノーボーダーが雪の斜面をジャンプしている。	空き地で子供達がサッカ―をしています。
1.0	お皿に乗っているオレンジに蝶が止まっています。	お皿が立っています
3.6	建物の外側の階段の手すりでスケートボードをしている人物がいます。	建物の外側のエレベーターの手すりでスケートボードをしている人物がいます。
3.6	クマのぬいぐるみがお酒のビンを抱えています。	ベージュ色のクマのぬいぐるみが置いてあり、ぬいぐるみが空き瓶を抱えるようにしています。
3.8	桟橋の突き当たりに自転車が立て掛けてあります。	桟橋の上に赤色の自転車が置いてあります。
0.4	テーブルにケーキやクッキーなどが置かれている。	芝生の上、タイヤの横に羊が１匹います。
0.6	スノーボードで飛び上がり、右手でスノーボードを触っています。	私はスノーボードを忘れました。
2.0	ベッドルームにダブルベッドが置かれています。	ベッドルームにシングルベッドが置かれています。
4.0	猫が鏡の前に座り、鏡に自分を映しています。	毛の長い猫が自分が写った鏡を覗いています。
2.0	広い草原に沢山の茶色の牛たちがいます。	山を背に数頭の牛が牧草を食んでいます。
0.8	白いお皿に料理がもりつけられています。	ウェットスーツを着た男性が海の上でサーフボードに乗って両手を上にあげています。
3.4	テニスコートでピンクのウェアを着た選手がジャンプショットを打っています。	テニス選手がボールを打ち返しています。
2.6	窓の側にバナナと観葉植物が置かれています。	窓の側にバナナとリンゴが置かれています。
2.8	様々な料理が四角いお皿にのっています。	揚げ物などの料理が黒いプレートにのっています。
3.0	黄色いボンネットバスが並んで停まっています。	2台の黄色いバスが横並びで停まっています。
2.2	男性が床に置いたノートパソコンの前で叫んでいます。	男性がノートパソコンの前で跪いています。
1.4	青と緑のバスがドアを開けたまま駐車しています。	赤いバスが駐車している
4.2	波の描かれた壁をスケートボードに乗った男性が駆け上がります。	波の描かれた壁を使ってスケートボードをしている人がいます。
4.4	洗面台の中に白色の猫が座っています。	洗面台の白いシンクに白いネコが入っています。
0.0	黒い洗面台があるユニットバスルームです。	馬に乗った２人の警備隊が向かい合っています。
0.2	白いプレートにはシュガーがかかったドーナツがあります。	数匹の馬にそれぞれ人が乗って移動しています。
2.6	女性が柵の中にいる羊をなでています。	眼鏡をかけた女性が羊を撫でています。
2.0	砂浜にパラグライダーがたくさん降りてきます。	海岸ではたくさんのパラシュートが飛んでいます。
1.6	足に板を嵌め上からのロープに掴まり、波の上を飛んでいる人がいます。	裸足で上からのロープを掴み、海に潜ります
0.0	右側の道路には車がたくさん並んでいます。	飛行機の横で二人の男性が話をしています。
3.4	周りに木が生い茂った砂地にシマウマが３頭います。	塀に囲まれた土地の中にシマウマが三頭います。
2.8	一頭の小さいキリンが建物の入り口に立っています。	一頭の小さいキリンが建物の近くを走ってます。
2.8	青空の広がる草原に、９頭の羊と１人の人がいます。	数頭の羊が羊飼いにより放牧されている。
1.4	壁紙がシルバーのトイレットルームです。	赤い柱に囲まれた一角は銀色の壁になっており、中央に便器があります。
2.2	白と茶色の混じった牛がこちらを見ています。	草原には茶色や斑の３頭の牛がいます。
1.8	白い流し台の上にボトルとやかんが置かれています。	青い流し台の上にボトルとやかんが置かれています。
1.0	水上にカイトサーフィンのカイトがたくさん飛んでいます。	海辺の道に止められた車の向こうに、いくつものパラグライダーが空に浮いています。
0.8	公園で、男性が裸足で何かをしています。	芝生の上で男性がフリスビーに興じています。
1.4	青い洋服を着た外国人の男性が美味しそうにドーナッツを食べています。	日本人の男性が食べている
2.2	建物に設置された左右の白いシャッターの間に赤い扉があります。	ドアの両側にシャッターがあります。
0.6	スキー板を履いた人が雪道を歩いています。	雪の上に木のベンチが置かれています。
2.4	ボートなどがたくさん停泊しています。	ボートなどが少し停泊しています。
2.2	木のトレーの上にたくさんのピザが載っています。	長いピザが木の板の上に乗っています。
3.4	芝のテニスコートで年配の男性がプレーしています。	テニスコートでテニスをしています。
2.8	水の上にヨットが一隻浮かんでいます。	水上でヨットが転覆しています
0.4	テーブルにサンドイッチやフレンチフライや飲み物などがある。	スキーを履いている人たちが雪上で立っています。
3.8	バナナや色々なフルーツが並べてあり、中央には男女が立っています。	果物が大量に陳列された店内に、男女がいます。
1.8	草原にキリンとトムソンガゼルが立ち止まっています。	草原にキリンだけが立ち止まっています。
3.8	男性が棒を持ってサーフィンをしています。	サーフィンをしている男性が、長い棒を持っています。
2.0	象が川の中で横になり、人に洗ってもらっています。	象が林の中で横になり、人にさすってもらっています。
2.2	頭が黒くて体が黄色い鳥が木の枝に留まっています。	頭が黒くて体が赤い鳥がいる
0.0	皿に野菜料理が盛り付けられています。	柵の中に１頭の乳牛が佇んでいます。
0.6	夜の道路を車が数台走っています。	ライトが設置されて、周囲が明るくなりました。
0.6	海岸の砂浜のデッキチェアに座って飲み物を飲んでいる人がいます。	キリンのこどもが母乳を飲んでいます。
2.0	ブロッコリーが山積みに陳列されています。	ブロッコリーが1個だけある。
3.8	女性の隣に帽子やサングラスを被せられた犬が座っています。	ふくよかな女性とサングラスをかけた犬がいます。
3.4	白いドアの手前に２匹の犬がいます。	ドアの前に二匹の犬が立っています。
3.0	ナイフとナイフケースと定規が置かれている。	ナイフとナイフの革製カバーが並べて置かれています。
2.8	ヘルメットをかぶった男女が、子どもたちとともにバイクにまたがっています。	大人２人と子ども2人が一つの大型バイクに乗っています。
0.8	海辺の近くに何か物が置かれています。	オフィスのテーブルで３人の男性がパソコンを使用しています。
0.4	紐で繋がれた牛の傍らに少年がいます。	駅のプラットホームに電車があります。
2.0	手綱を放し、腕を組んで馬に跨っている人がいます。	手綱をもって、馬と人がいます。
4.4	森の木の茂みの中で三頭のキリンが立っています。	木々に囲まれや雑草に3頭のキリンがいる。
1.8	ウェアを着た女性がスキー板を履いて雪の上に立っています。	雪の積もった道にスキーヤーがいます。
0.8	囲いの上から白い馬が頭を外に出しています。	囲いの中に頭を入れている
2.0	街の中には連節バスの姿が見えます。	街の中にはオートバイの姿が見えます。
4.6	飛行場に黒い飛行機が着陸しています。	黒い飛行機が地上に降り立っています。
3.2	雪原でスキーをしているところです。	緑色のウエアを着た人が、スキーをしています。
2.4	水面の上には橋が架かっており、橋の上を黒い電車が通っています。	大きな川の上の鉄橋を、貨物列車が走っています。
0.4	ビーチで長いすに座る女性や、くつろいでいる人たちがいます。	電車内で男性が二人並んで座っています。
3.8	列車の入っているホームに荷物を持った男性が立っています。	駅のホームに止まった列車の横に人が立っています。
1.8	こどものウシがミルクをのんでいます。	こどものウシがミルクを注いでいます。
3.8	テニスをする女性がラケットを持って笑っています。	テニスコートで、若い女性が笑顔でテニスラケットを振っています。
0.8	正面に窓のあるキッチンに冷蔵庫などがあります。	冷蔵庫のないキッチンです。
1.4	商店街の一店舗に明かりが灯っている。	街の一角に、食堂や雑居ビルがあります。
3.2	夜の交差点付近で沢山の街燈が光っています。	雨の交差点には街灯が点灯しています。
2.4	おりの中にいる二頭の象の1頭が鼻で相手の耳をかいています。	動物園で飼育されている２頭のゾウです。
1.8	雲が浮かぶ空の下の平地の線路に列車が見えます。	まっすぐな線路の上をオレンジ色の電車が走行しています。
3.8	赤いガラスの花瓶に白い花が生けてあります。	大きく白い花が生けられて赤い花瓶に映えています。
0.2	クマのぬいぐるみがシルクハットをかぶっています。	建物の上の時計台にイギリスの国旗が掲げられてます。
3.4	川辺の近くに大きなビルが建っています。	川辺に沢山の高層ビルが建っています。
0.8	誰も居ないスキー場に、雪が積もっています。	スキー場の頂上付近にて見晴らしよい景色です。
0.0	馬房の茶色い馬の口に男性が手をやっています。	街角の時計の文字盤が、ライトアップされています。
3.8	曇り空の下、砂浜の上をたくさんの鳥が低空で舞っています。	砂浜の上を鳥がたくさん飛んでいます。
1.8	半裸の男の子がバットを持っています。	短パンをはいた少年が木の棒を持って立っている。
4.0	ノートパソコンの脇に飲み物があります。	ノートパソコンの脇に、飲み物が入ったカップがあります。
3.2	見晴らしの良い山にあるベンチの前にリュックを背負った人が立っています。	リュックサックを背負った人が山の上に立っています。
0.0	草原を甘栗色の仔馬が歩いています。	白い壁のリビングには、5色のクッションが置かれたソファーと木製のテーブルがあります。
3.8	赤い帽子をかぶった男性が屋外で椅子に座ってホットドッグを食べています。	男性がいすに座ってホットドッグを食べています。
1.8	青い壁に白いインテリアの部屋に白いソファとベージュ色の敷物が敷かれています。	壁に設置された鏡の近くにソファーが置いてあります。
0.0	デスクの上にパソコンが置かれています。	ベッドのある部屋の様子をとった写真です。
1.8	ダイニングキッチンの台の上には瓶が置かれています。。	部屋の角を使ったシステムキッチンです。
3.2	雪山で、スキーの格好をした2人がいます。	雪面を二人のスキーヤーが立っています。
2.6	部屋の真ん中にピアノが置かれています。	豪華な部屋に豪華なグランドピアノが置かれている。
3.4	リビングの窓からテラスの様子が見えます。	部屋の中から、テーブルと椅子が置かれてあるテラスが見えます。
3.8	グローブを左手にはめ、サングラスをかけた野球選手がいます。	左手にグローブを装着している野球選手です。
3.2	２つの白い大きな荷物を積んでいるトレーラーが道路を走行しています。	二つの荷物を大型トレーラーで運んでいます。
2.4	トイレとバスタブがカーテンで仕切られています。	トイレの奥にバスルームがあります。
2.2	動物園にキリンとダチョウが各1頭います。	柵の中の芝生が生えるスペースにキリンが立っています。
2.6	黒い天板の机の上には電源が切られた状態のノートパソコンが置かれています。	机の上に平積みの本とノートパソコンがあります。
3.2	女性が展望台からキリンの顔を撫でています。	柵から首だけを出したキリンの口元を女性が撫でています。
0.0	黄色いボンネットバスが、駐車場に停まっています。	青い服を着た男性を乗せた象が草を食べています。
3.2	ウサギの格好をしたお菓子が、6個並べられています。	うさぎの形をしたものが６個あります。
3.4	青い空と白い雲、ビル群を背景に、逆光で青信号が浮かび上がっています。	青い空・白い雲、ビル群を背景に逆行で赤信号が浮かび上がっています。
1.6	金網の中に大きなキリンとその足元に小さなキリンがいます。	金網の中にはなにもいませんでした。
0.6	歩道に３台のバイクが停めてあります。	歩道上には何もありません。
2.6	スノーボードでジャンプしているボーダー。	スノーボーダーがポーズを決めた瞬間です。
2.0	道を７～８頭の羊が群れで移動しており、羊の後ろを細長い棒を持った少年が付いて歩いています。	２人の人が数頭の羊を連れて歩いています。
2.4	大リーグのバッターが構えています	ニューヨークヤンキースの右バッターが、膝を開いた構えで投球を待っています。
3.2	人が片手にリモコンを持っています。	リモコンを手で持っているところです。
4.2	くちばしがオレンジ色の２羽の鳥が羽を広げて芝生の上に立っています。	くちばしがオレンジ色の鳥が２羽、羽を広げています。
3.0	２階建てバスの前の乗降口から、乗り込んでいる人がいます。	白い大型バスの中にリュックを片方の肩に背負った男性が乗り込んでいます。
2.4	棚に化粧品がたくさんあるトイレルームです。	トイレットルームには、便座と、様々なものが、置かれています。
3.4	スケボーに乗った男性がジャンプをしています。	男性がしゃがんだ状態で、左手でスケボーを持ち、ジャンプしたところです。
0.0	布にくるまれた動物が哺乳瓶の吸い口をくわえています。	大きなパンに紙のバンドが付いています。
0.6	花瓶にピンク色の花が活けられています。	お酒の瓶が乗ったテーブルに人が集まっています。
1.6	柵で囲われた場所に3頭のシマウマがいます。	柵で囲われた場所には3頭のカンガルーのみがいます。
3.6	オートバイには男性と少年が乗っています。	大型のバイクに大人の男性と子供が乗っています。
2.8	机上にモニターやワインやお菓子が置かれています。	テーブルの上には、ブドウと二本の飲み物の瓶、白い四角いさらには、チョコレートのようなものがあります。
0.0	波飛沫の上がる中に白いサーフボードに乗った人がいます。	茶色くて砂糖のかかったドーナツが２個あります。
3.8	建物にたくさんのハトがとまっています。	展望台の柵に、多くの鳩が止まっています。
4.4	サングラスをかけた男性が、携帯電話をかけています。	サングラスをかけた男性が電話をしているところです。
2.4	白いお皿に料理が盛りつけられています。	皿にホットドッグとサラダが載っています。
1.6	岩陰に頭部を隠している大きな角の生えたオスの羊がいます。	岩肌の隅にカフカスアイベックスが寝転んでいます。
4.0	草原の上を三羽の鳥が飛んでいます。	草原の上を三羽の白い鳥が飛んでいます。
3.4	木の枝の間に、ぬいぐるみが挟んであります。	木の枝と枝の間にクマのぬいぐるみが一つ置かれています。
1.0	シンクの横にコーヒーメーカーがおかれています。	白色で統一されたキッチンカウンターです。
2.6	階段をスーツの男性たちが一列で降りてきました。	階段を、スーツを着た男性が4人降りていて、踊り場にも3人います。
1.4	女性の左の肩に白い猫が乗っています。	肩に黒い猫が乗っている
1.4	室内の壁際にランプや花瓶が置かれています。	室内にランプを手に持った人がいる
4.4	雪山で薄着の女性がスキーをしています。	一人の薄着の女性が、雪山でスキーをしています。
3.4	金網越しに、1塁ランナーと1塁手とランナーコーチが見えます。	野球のグラウンドにユニホーム姿の選手がいます。
0.0	浜辺を馬に乗った人が進んでいます。	シートの上に料理が置かれています。
3.2	大理石が張られた洗面台のあるトイレルームです。	洗面台の横に、洋式のトイレがあります。
0.2	開け放たれたスーツケースに中に荷物がぎっしり詰まっています。	白い布が敷かれた上に、手袋とハサミが置いてあります。
0.0	岩場の草地でキリンが草を食べています。	少年がサッカーの試合でドリブルをしています。
0.4	野球のバッターがボールを持ってます。	薄茶色のキッチンに白い冷蔵庫とガス台、電子レンジが設置されています。
3.2	道路にハトの群れが降り立っています。	広場に餌を食べている鳩の群れがいます。
3.6	エサ箱のエサを食べている沢山の牛がいます。	牛達が与えられた餌を食べています。
3.6	緑色の標識の下に、立っている人と座っている人がいます。	歩道のベンチに座っている人と、立っている人がいます。
0.0	シャワーカーテンが6割ほど閉まっています。	スキーウェアを着て、スキー板を履いた子供が立っています。
1.8	窓に柵のつけられたトイレの様子です。	トイレの便座の左右に手すりが設置されています。
2.2	お年寄りが、椅子に座ってワインを飲んでいます。	テーブルの上にある飲料が入ったグラスを、手に持っている人たちがいます。
4.4	小窓から光がさしているトイレのある部屋です。	トイレのある室内の窓から日が差し込んでいます。
4.0	大きな黒い色の車にひかれたキャンピングカーが３台並んでいます。	駐車場には、三台のピックアップトラックにひかれたキャンピングカーが止まっています。
2.6	男性がベッドの下のソファーに横になっています。	男性がソファーに座っています
3.4	芝生の上で、サンドイッチを食べようとしている男性がいます。	芝生の下で、サンドイッチを食べようとしている男性がいます。
4.6	露店で女性が食べ物を販売しています。	女性が露店で食べ物を売っています。
0.2	草原の草を食べているたくさんの白い羊。	パンのあいだに野菜がはさまれています。
2.8	白馬が人に引かれて歩いています。	白い馬が、頭を下に下げて歩いています。
3.4	白い冷蔵庫の横に黒い服を着た人が１人います。	黒服の男性が冷蔵庫の前で中腰になっています。
0.0	傾斜がある草原に２頭の羊がいます。	野球選手がボールを片手に持っています。
4.4	入口にロープが張られた簡易トイレです。	トイレの入り口にロープが張られています。
0.2	芝生の上で女性がフリスビーを構えています。	帽子を被った子供達が森の中に座っています。
3.8	フライパンの中で食材が調理されているところです。	フライパンの中でエビや野菜が調理されています。
3.6	駅のプラットホームに蒸気機関車が止まっています。	駅のプラットホームに新幹線が止まっています。
3.4	キッチンのカウンターに、ノートパソコンが置かれています。	木で棚が作られているキッチンのテーブルにパソコンがあります。
4.2	海でサーフィンをしている人がいます。	青空の下波乗りしている男性がいます。
0.2	多くの松明がたかれている周りを人が囲んでいます。	白いキッチンの傍に黒い螺旋階段があります。
2.2	花柄のベッドカバーのかかったダブルベッドがあります。	ベッドの上には枕が３つ置かれていて、ベッドの左右の台にライトが置いてあります。
0.8	夕日に照らされたパラシュートが空にあります。	夕方の船着場にたくさんの船が停まっています。
1.8	オレンジのベッドカバーのついたベッドと、机と青い椅子があります。	壁紙の白い部屋の中にさまざまな家具が置かれています。
2.0	男性が青と緑のデザインの傘をさしています。	青と緑の日傘を持った男性がこちらを見ています。
2.2	線路の上を蒸気機関車が走っています。	青空のもと、二台の蒸気機関車が煙をあげています。
0.0	白い布団の上で黒い犬が一匹寝ています。	芝生が一面に広がっている場所に木が多く生えています。
1.8	沢山の物が置かれたテーブルの奥に二人が座っています。	テーブルの上にたくさんのボトルやグラスが置かれています。
2.0	レーン上にたくさんの食べ物が並んで運ばれて行きます。	レーン上にたくさんの本が運ばれます
4.4	冷蔵庫のような所に沢山のメモが貼られています。	扉のそばの冷蔵庫のような所にたくさんのメモなどが貼られています。
0.4	バス停に、黄色いバスが停車しています。	洗面台の横に洋式トイレがあります。
3.4	スノーボーダーが雪の上に立っています。	スノーボードを横に置いて立っている人がいます。
2.8	白いタイル壁の前に洋式トイレあります。	黒いタイル壁の前に洋式トイレあります。
2.2	野球場で試合をしている場面をジグソーパズルにしています。	バットを持った野球選手の背景がパズル柄になっています。
3.0	キッチンに立ち、野菜を切り分ける男性。	包丁を持った男性がキッチンのまな板の上でピーマンを切っています。
0.0	頭の尖った飛行機が止まっています。	道路わきにある電信柱に案内板がかけられています。
3.8	トラックの手前に二頭のシロクマがいます。	後ろにトラックが見える場所に、シロクマが2頭います。
0.2	バイクに乗った警官が停車して電話で話しているのを男性がカメラで撮っています。	茶色いウシと黒いウシが地面に寝そべっています。
5.0	道路に青いピックアップトラックがいます。	道路に青いピックアップトラックがいます。
4.6	女性と男児が庭でフリスビーで遊んでいます。	庭で女性と男児がフリスビーで遊んでいます。
1.2	少女がベンチの上で三角ずわりをしています。	少女が歩いています。
2.6	少年たちがグランドでサッカーの試合をしています。	少年サッカーチームの試合中の写真を撮りました。
0.2	二人の野球選手が並んで立っています。	男性がラケットを両手で持っています。
0.6	白いソファーの前に白い猫が寝そべっています。	停まっている車のタイヤの影から猫がこちらを見ています。
2.8	細長いテーブルに並んで座って新聞や本を読んでいます。	新聞の置かれたテーブルの周りに人が座っています。
3.8	スノーボードを履いた２人が、滑っています。	二人のスノーボーダーが平行して滑っています。
0.0	海が見える草原で馬が草を食べています。	白い皿に、丸く平らなパンの上に野菜を載せた料理が置いてあります。
2.8	テーブルを囲んで四人が座っています。	食べ物が並んだ屋外のテーブルを囲んで座っています。
0.0	柵の中でキリンが腰を下ろしたり食事をしています。	木の下に黒くて丸い時計塔があります。
4.6	椅子の上に乗せられた花瓶に花がいけてあります。	椅子の上に花がいけられている花瓶が置いてあります。
0.4	三角形の囲まれた中にやしの木が植わっており、中央に噴水が有ります。	緑色の布の上にクマのぬいぐるみが置かれています。
1.8	テニスコートにてプレーヤーがスマッシュを打とうとしています。	ダブルスの試合で一人の選手がスマッシュをしようとしています。
3.4	暗闇の中に赤色と白色の標識があります。	周囲は夜間で暗く、赤に白の文字の交通標識の下に白に黒い文字の交通標識が取り付けられています。
3.2	青い水着の小さい女の子がボディボードをしています。	青い水着の小さい女の子が泳いでいます。
1.8	室内で赤いティーシャツを着た男性が手を上げています。	赤いTシャツを着た男性がリモコンを使ってゲームをしている。
3.4	テーブルの上に料理が盛られた皿と飲み物が入ったカップとグラスが置かれています。	色々な料理がテーブルの上のお皿に盛られています。
0.0	１羽のコンドルが草原を飛んでいます。	ソファーに座った3人の人と、車いすの男性がいます。
2.8	子供の前のテーブルにはたくさんの果物が置いてあります。	男性と子供が林檎の皮を剥いて食べるところです。
2.2	ボートが進む川の両側には木々が茂っています。	ボートが進んでいる川の両側は溜池になっています。
4.4	トイレの中の白い便器の前に黒いカーペットが置かれています。	トイレに白い便器と黒いマットが置かれている。
0.0	スケートボードでジャンプしています。	建物の前の道路を人が歩いています。
2.8	男性二人が座って一人がピザを取っています。	2人の人物がピザの置かれたテーブルを前にしています。
0.8	モノクロ画像で車の横に男性が立っています。	着飾った服を着た女性たちがいます。
0.0	黄色い花が乗った皿の上に、バナナも載っています。	海岸の砂浜を犬と少年が走っています。
4.4	1人の人が雪山でスキーをしています。	1人の人が雪山でスキーをしています。
0.0	建物脇の歩道に設置されたパーキングメーターに青と緑の物が飾り付けられています。	海でサーフィンをしている人がいます。
3.6	草原の中で大型のバイクが何台も止めてある。	原っぱにたくさんのバイクが駐輪されています。
1.2	一機の飛行機が青空を飛んでいます。	飛行機が滑走路を走っている
2.4	少年がスケートボードに乗っています。	男性が、スケートボードで移動しています。
0.0	雪の上にはスキーをしている男性がいます。	白い皿に、大きなサンドイッチと、茶色の豆の料理が盛り付けてあります。
3.0	女性がピンク色の傘をさして歩いています。	女性が日傘をさして道を歩いています。
1.4	グレーの飛行機が滑走路に停まっています。	グレーの飛行機が飛んでいる。
3.6	夜間、複数の人が携帯電話を握った手を挙げています。	二人の人がそれぞれ片手に持った携帯電話を上に向けて掲げています。
1.2	草原に二頭の雄牛が佇んでいます。	草原に二頭の雄牛が佇んでいません。
1.8	スキーをしていた人が転んでいます。	雪を巻き上げて、スキーヤーが疾走している。
3.6	机の上にノートパソコンが二台あります。	机の上に、パソコンが二台置いてあります。
0.0	屋外に吊るされている９時３０分を指した時計です。	薄暗い部屋のテーブルにはバナナとかお菓子などがあります。
3.2	ソファに座る赤ちゃんがパソコンの画面を見ています。	１人の子供がソファーに座り、ノート型パソコンを見ています。
3.4	スタジアム内でたくさんのバイクが展示されています。	会場でたくさんの人がバイクを見ています。
1.8	お皿の上にハンバーガーと袋ソースがあります。	ハンバーガーと飲料水があります。
2.2	道路わきには看板や道案内の道路標識があります。	道路がまっすぐ伸びており右手に標識があります。
3.6	１頭のゾウが、人の頭に鼻を乗せています。	子供の頭の上に鼻を乗せているゾウ。
1.6	ノートパソコンを操作する男性の足元に犬がいます。	太った男性が、ヒザの上に開いたノートパソコンを置いています。
2.6	錆び付いたバスが１台駐車しています。	屋根の上がさびてしまっている古いバスです。
4.6	オレンジが山積みになっています。	オレンジが積み重ねて置いてあります。
2.2	ワイングラスとテーブルクロスが置かれたテーブルのいすに猫が座っています。	テーブルの上で、一点を見つめている一匹の猫の様子。
4.0	サーファーが海でサーフィンをしています。	海で白波が立つ中サーフィンをしている人がいます。
2.8	自転車の後ろに付けられたキャリーに犬が乗っています。	トラックの後ろに付けられたキャリーに犬が乗っています。
1.0	首に番号札をつけた牛が連れられています。	動物のお尻が４つ、こちらを向いています。
0.0	成人女性と女の子がテレビゲームのリモコンを持っています。	五人の男性が四角いのケーキ前にいます。
0.6	大きな窓のあるリビングルームに家具が置かれています。	部屋の大部分がガラスばりになっています。
1.4	バーベキューグリルで、ソーセージが焼かれています。	グリルの上でオレンジ色の食べ物が焼かれています。
2.6	人々が座って見ている前の柵の中に、ゾウと飼育員2名がいます。	人々が座って見ている前の柵の中に、麒麟と飼育員2名がいます。
3.8	野球場の土の上に野手が立っています。	フィールドに男性プレイヤーが立っています。
3.4	林の横の道をゾウが歩いているところです。	林から一頭のゾウが歩いてきています。
2.4	キッチンとキッチンカウンターが設置されています。	コの字型のキッチンの奥にオーブンが付けられています。
0.0	一匹の犬がサッカーボールを銜えて走ってきます。	建物の前に円形のカラフルなオブジェが設置されています。
4.4	赤いケーキを前に女性がほほえんでいます。	女性がテーブルの赤いケーキを前にして笑っています。
0.0	ボートの座席に女性と少年が座っています。	テニスの試合をしているところです。
2.8	テニスプレヤーと、その観客がいます。	テニスの試合をしているところです。
2.0	車道を多くの自転車が通行しています。	道路でリュックを背負った人が自転車に乗っています。
4.2	ジャングルにバナナがなっている木があります。	木のうっそうと茂る森の中にバナナが実っています。
1.4	白い冷蔵庫の横にガスコンロがあります。	黒い冷蔵庫がある。
2.2	四つのコンロがついたオーブンがあります。	オーブン付きコンロの全ての電熱線が、赤くなっています。
2.2	ベレー帽をかぶった男性が、バイクにまたがっています。	建物の前に、大型バイクにまたがった人がいます。
3.2	大勢の人がテニスラケットを持ってコートに並んでいます。	ラケットを持った人々がテニスコートに集合しています。
1.2	プロ野球選手がスイングした瞬間にバットが折れました。	プロ野球選手が折れました
